ID;OBJECTID,N,10,0;gz_id;start;start_ex;end_;end_ex;label;iglesia_cat;servido_por;categoria;cat_esp;cabildo;nombre;nombrehoy;santo;variantes;curato_generico;partido_generico;provincia_generica;region;pais;lat;lon;cert;metodo;fuente;last_edited_by;last_edited_date;es_parte_de;parcialidad;importancia
10136;7235;5600554;1111;start;9999;end;Gualmata;s.d.;;Pueblo;Pueblo de indios;s.d.;Gualmata;;;"Gualmatan;";Pupiales;Pastos;Popayan;QUI;COL;0,919293;-77,568552;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10137;4649;5600556;1111;start;9999;end;Mocondino;s.d.;;Pueblo;Pueblo de indios;s.d.;Mocondino;;;;;Pasto;Popayan;QUI;COL;1,193365215;-77,25181557;Suficiente;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10138;3474;5600558;1111;start;9999;end;Nenegal;s.d.;;Poblacion;Poblacion;s.d.;Nenegal;;;;;Pastos;Popayan;QUI;COL;0,884632;-77,682119;No localizado;No localizado;velasco;HGIS;18.01.2018;0;No;8
10139;14614;5600559;1111;start;9999;end;Pius;s.d.;;Poblacion;Poblacion;s.d.;Pius;;;;;Barbacoas;Popayan;QUI;COL;1,28633574;-78,1018052;Interpolada;Mapa historico;velasco;HGIS;18.01.2018;0;No;8
10140;10067;5600560;1111;start;9999;end;Potosi;s.d.;;Pueblo;Pueblo de indios;s.d.;Potosi;;;;Ypiales;Pastos;Popayan;QUI;COL;0,806753;-77,572467;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10141;11977;5600561;1111;start;9999;end;Puerres;s.d.;;Pueblo;Pueblo de indios;s.d.;Puerres;;;"Putes;";Males;Pastos;Popayan;QUI;COL;0,885158;-77,504248;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10142;6526;5600562;1111;start;9999;end;Sapuyes;Curato;;Pueblo;Pueblo de indios;s.d.;Sapuyes;;;"Sapuya;";Sapuyes;Pastos;Popayan;QUI;COL;1,036521;-77,620897;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;6
10143;1459;5600563;1111;start;9999;end;Malave;Anexo;;Pueblo;Pueblo de indios;s.d.;Malave;Malaver;;"Malaver; Malhaber";Tuquerres;Pastos;Popayan;QUI;COL;1,029715;-77,657245;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10144;4967;5600564;1111;start;9999;end;Pantanillo;Anexo;;Pueblo;Pueblo de indios;s.d.;Pantanillo;;;;Carlosama;Pastos;Popayan;QUI;COL;0,835873625;-77,67587696;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;7
10145;5771;5600565;1728;exact;9999;end;Pastas;Anexo;;Pueblo;Pueblo de indios;s.d.;Pastas;Aldana;;;Carlosama;Pastos;Popayan;QUI;COL;0,878876059;-77,69815469;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10146;6436;5600566;1111;start;9999;end;Mullamues;Anexo;;Pueblo;Pueblo de indios;s.d.;Mullamues;;;"Muellamues; Mullon; Mullones";Cumbal;Pastos;Popayan;QUI;COL;0,9567;-77,77146;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10147;1520;5600567;1111;start;9999;end;Paranma;Anexo;;Pueblo;Pueblo de indios;s.d.;Paranma;;;;Cumbal;Pastos;Popayan;QUI;COL;0,957707;-77,840928;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;7
10148;8739;5600568;1111;start;9999;end;Guecabelet;Anexo;;Pueblo;Pueblo de indios;s.d.;Guecabelet;;;;Cumbal;Pastos;Popayan;QUI;COL;0,962707;-77,835928;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;7
10149;1317;5600570;1111;start;9999;end;Manchag;Anexo;;Pueblo;Pueblo de indios;s.d.;Michac;;;"Michac; Manchay;";Yascual;Pastos;Popayan;QUI;COL;1,253291567;-77,67938781;Suficiente;Mapa moderno;estado_1794;HGIS;18.01.2018;0;No;7
10150;95;5600571;1111;start;9999;end;Ilis;Anexo;;Pueblo;Pueblo de indios;s.d.;Ilis;;;"Iles;";Pupiales;Pastos;Popayan;QUI;COL;0,967662355;-77,519012;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10151;4966;5600573;1111;start;9999;end;Yaquanquer;Curato;;Pueblo;Pueblo de indios;s.d.;Yacuanquer Yaquanquer;;Yacuanquer;"Yanquanquer;";Yaquanquer;Pasto;Popayan;QUI;COL;1,115882;-77,401756;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;6
10152;4952;5600574;1111;start;9999;end;Coayquer;Anexo;;Pueblo;Pueblo de indios;s.d.;Coayquer;Cutaquer(?);;"Quiaquer; Cayquer;";Chucuni;Barbacoas;Popayan;QUI;COL;1,220505;-78,075766;Suficiente;Mapa moderno;estado_1794;HGIS;18.01.2018;0;No;7
10153;2019;5600575;1111;start;9999;end;San Miguel;Anexo;;Pueblo;Pueblo de indios;s.d.;San Miguel;;;;Chucuni;Pastos;Popayan;QUI;COL;1,179433;-77,916636;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10154;7054;5600576;1111;start;9999;end;San Pablo;Anexo;;Pueblo;Pueblo de indios;s.d.;San Pablo;;;;Chucuni;Barbacoas;Popayan;QUI;COL;1,210681;-77,993789;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10155;1354;5600577;1111;start;9999;end;Chucunes;Curato;;Pueblo;Pueblo de indios;s.d.;Chucunes;Chucunes;;"Chachunes;";Chucuni;Barbacoas;Popayan;QUI;COL;1,205017;-77,982545;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
10156;13232;5600578;1111;start;9999;end;Zarzal;Anexo;;Pueblo;Pueblo de indios;s.d.;Zarzal;;;;Tambo;Popayan;Popayan;QUI;COL;2,456811;-76,732124;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10157;7035;5600579;1111;start;9999;end;Piagua;Anexo;;Pueblo;Pueblo de indios;s.d.;Piagua;;;;Tambo;Popayan;Popayan;QUI;COL;2,438691;-76,775174;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10158;13268;5600580;1111;start;9999;end;Chapa;Anexo;;Pueblo;Pueblo de indios;s.d.;Chapa;;;;Tambo;Popayan;Popayan;QUI;COL;2,473129;-76,883359;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10159;2501;5600581;1111;start;9999;end;Guayaba;Anexo;;Pueblo;Pueblo de indios;s.d.;Guayaba;Guayabal;;"Guayabal;";Timbio;Popayan;Popayan;QUI;COL;2,462377;-76,725278;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10160;6582;5600582;1111;start;9999;end;Sotara;Anexo;;Pueblo;Pueblo de indios;s.d.;Sotara;Paispamba;;;Timbio;Popayan;Popayan;QUI;COL;2,253805;-76,613689;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10161;5064;5600583;1111;start;9999;end;Rioblanco;Anexo;;Pueblo;Pueblo de indios;s.d.;Rioblanco;;;;Timbio;Popayan;Popayan;QUI;COL;2,099071;-76,640941;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10162;6320;5600584;1111;start;9999;end;Santa Barbara;Anexo;;Pueblo;Pueblo de indios;s.d.;Santa Barbara;;;;Poblazon;Popayan;Popayan;QUI;COL;2,431984005;-76,52444221;Suficiente;Mapa moderno;estado_1794;HGIS;18.01.2018;0;No;7
10163;10172;5600585;1111;start;9999;end;Julumito;Anexo;;Pueblo;Pueblo de indios;s.d.;Julumito;;;"Julumiro;";Poblazon;Popayan;Popayan;QUI;COL;2,478919;-76,645343;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10164;10089;5600586;1111;start;9999;end;Totoro;Anexo;;Rural;Hacienda;s.d.;Totoro;;;Tetero;Paniquita;Popayan;Popayan;QUI;COL;2,510208;-76,40153;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10165;7883;5600587;1111;start;9999;end;Novirao;Anexo;;Pueblo;Pueblo de indios;s.d.;Novirao;;;;Paniquita;Popayan;Popayan;QUI;COL;2,543603;-76,53015;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10166;6784;5600588;1111;start;9999;end;Cajibio;Anexo;;Pueblo;Pueblo de indios;s.d.;Cajibio;;;;Tunia;Popayan;Popayan;QUI;COL;2,622685;-76,570518;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10167;6033;5600589;1111;start;9999;end;Polindara;Anexo;;Pueblo;Pueblo de indios;s.d.;Polindara;;;;Paniquita;Popayan;Popayan;QUI;COL;2,493347;-76,420699;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10168;11421;5600590;1111;start;9999;end;Calibio;Anexo;;Pueblo;Pueblo de indios;s.d.;Calibio;;;;Paniquita;Popayan;Popayan;QUI;COL;2,536654;-76,569713;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10169;576;5600591;1111;start;9999;end;Anchicaya;Anexo;;Poblacion;Rio-Mineral;s.d.;Anchicaya;;;;Raposo;Raposo;Popayan;QUI;COL;3,726427;-77,05055;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10170;6475;5600592;1111;start;9999;end;Cajambre;Anexo;;Poblacion;Rio-Mineral;s.d.;Cajambre;;;;Yurumangui;Raposo;Popayan;QUI;COL;3,43833;-77,1744;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10171;6050;5600593;1111;start;9999;end;Raposo;Anexo;;Pueblo;Pueblo de indios;s.d.;San Francisco del Raposo;San Francisco del Raposo;San Francisco;;Raposo;Raposo;Popayan;QUI;COL;3,673694;-76,94335;Interpolada;Mapa moderno;estado_1794;HGIS;18.01.2018;0;No;7
10172;909;5600594;1111;start;9999;end;Naya;Anexo;;Poblacion;Rio-Mineral;s.d.;Naya;;;;Yurumangui;Raposo;Popayan;QUI;COL;3,213874;-77,378082;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10173;4864;5600595;1111;start;9999;end;Cascajal;Anexo;;Poblacion;Playa;s.d.;Cascajal;;;"Las Juntas;";La Cruz;Raposo;Popayan;QUI;COL;3,879441;-77,029087;Identificacion incierta;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10174;4088;5600596;1111;start;9999;end;Concepcion;s.d.;;Pueblo;Pueblo de indios;s.d.;Limpia Concepcion;;;;Avila;Quijos;Quijos;QUI;ECU;-0,80087;-77,421057;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10175;13491;5600597;1111;start;9999;end;Cotapini;s.d.;;Pueblo;Pueblo de indios;s.d.;Cotapini;;;"Cotapino;";Avila;Quijos;Quijos;QUI;ECU;-0,701698;-77,440369;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10176;12791;5600598;1111;start;9999;end;Loreto;s.d.;;Pueblo;Pueblo de indios;s.d.;Loreto;;;;Avila;Quijos;Quijos;QUI;ECU;-0,688827;-77,310113;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10177;4944;5600599;1111;start;9999;end;Maspa;s.d.;;Pueblo;Pueblo de indios;s.d.;Maspa;;;;Papallacta;Quijos;Quijos;QUI;ECU;-0,412662;-78,026594;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10178;11612;5600600;1111;start;9999;end;Misangalli;s.d.;;Pueblo;Pueblo de indios;s.d.;Misangalli;Misahualli;;"Misagualli; Misagalle;";Archidona;Quijos;Quijos;QUI;ECU;-0,845075;-77,813356;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10179;10351;5600601;1111;start;9999;end;Mote;s.d.;;Pueblo;Pueblo de indios;s.d.;San Jose de Mote;;San Jose;;Avila;Quijos;Quijos;QUI;ECU;-0,489596;-77,293671;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10180;9108;5600602;1111;start;9999;end;Napo;s.d.;;Pueblo;Pueblo de indios;s.d.;Puerto del Napo;;;;Napo;Quijos;Quijos;QUI;ECU;-1,042496;-77,794003;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10181;6250;5600603;1111;start;9999;end;San Salvador;s.d.;;Pueblo;Pueblo de indios;s.d.;San Salvador;;;;;Quijos;Quijos;QUI;ECU;-0,466113;-77,867116;Interpolada;Mapa historico;velasco;HGIS;18.01.2018;0;No;8
10182;3135;5600604;1111;start;9999;end;Santa Rosa;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Rosa;;;;Avila;Quijos;Quijos;QUI;ECU;-0,987915;-77,439658;Suficiente;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10183;9218;5600605;1111;start;9999;end;Tena;s.d.;;Pueblo;Pueblo de indios;s.d.;San Juan Tena;;San Juan;;Napo;Quijos;Quijos;QUI;ECU;-0,990626;-77,816377;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10184;4933;5600606;1111;start;9999;end;Payamino;s.d.;;Pueblo;Pueblo de indios;s.d.;Payamino;;;;Avila;Quijos;Quijos;QUI;ECU;-0,533333;-77,416667;Suficiente;Geoservice/Satelite;lucena;HGIS;18.01.2018;0;No;8
10185;7741;5600607;1111;start;9999;end;Napotoa;s.d.;;Pueblo;Pueblo de indios;s.d.;Napotoa;;;"Nopotoa;";Avila;Quijos;Quijos;QUI;ECU;-0,582341;-77,474442;No localizado;No localizado;lucena;HGIS;18.01.2018;0;No;8
10186;1144;5600608;1111;start;9999;end;Catapuyo;Anexo;;Pueblo;Pueblo de indios;s.d.;San Juan Catapuyo;;San Juan;;;Quijos;Quijos;QUI;ECU;-0,824804945;-77,42280456;Interpolada;Descripcion historica;rel-quito;HGIS;18.01.2018;0;No;7
10187;6879;5600609;1111;start;9999;end;Pifo;s.d.;;Pueblo;Pueblo de indios;s.d.;Pifo;;;"Piso;";;Quito;Quito;QUI;ECU;-0,226292;-78,339343;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10188;6928;5600610;1111;start;9999;end;Cumbaya;s.d.;;Pueblo;Pueblo de indios;s.d.;Cumbaya;;;"Cambaya;";;Quito;Quito;QUI;ECU;-0,199556;-78,434916;Buena;Geoservice/Satelite;alcedo;HGIS;18.01.2018;0;No;8
10189;3253;5600611;1111;start;9999;end;Malchingi;Anexo;;Pueblo;Pueblo de indios;s.d.;Malchingi;;;;;Otavalo;Quito;QUI;ECU;0,043945;-78,349428;Buena;Geoservice/Satelite;rel-quito;HGIS;18.01.2018;0;No;7
10190;12163;5600612;1111;start;9999;end;Tocache;Anexo;;Pueblo;Pueblo de indios;s.d.;Tocache;;;"Cochasqui;";;Otavalo;Quito;QUI;ECU;0,04446;-78,289733;Buena;Geoservice/Satelite;rel-quito;HGIS;18.01.2018;0;No;7
10191;9396;5600613;1111;start;9999;end;Baños;Anexo;;Pueblo;Pueblo de indios;s.d.;Baños;Baños de Agua Santa;;;;Ambato;Quito;QUI;ECU;-1,397056;-78,423715;Buena;Geoservice/Satelite;rel-quito;HGIS;18.01.2018;0;No;7
10192;2999;5600614;1111;start;9999;end;Tomavelas;s.d.;;Pueblo;Pueblo de indios;No;Tomavelas;;;;;Chimbo;Quito;QUI;ECU;-1,406317241;-79,02376718;Buena;Geoservice/Satelite';rel-quito;HGIS;18.01.2018;0;No;8
10193;7726;5600615;1111;start;9999;end;Cunucyaco;s.d.;;Poblacion;Poblacion;s.d.;Cunucyaco;;;Cunuyaco;;Ambato;Quito;QUI;ECU;-1,30838489;-78,8533026;Buena;Geoservice/Satelite';rel-quito;HGIS;18.01.2018;0;No;8
10194;10317;5600616;1111;start;9999;end;Mollepongo;s.d.;;Poblacion;Poblacion;s.d.;Mollepongo;;;;;Alausi;Quito;QUI;ECU;-2,18218;-78,793881;Buena;Descripcion historica;alcedo;HGIS;18.01.2018;0;No;8
10195;8555;5600617;1111;start;9999;end;San Fernando;s.d.;;Poblacion;Poblacion;s.d.;San Fernando;;;;;Jaen;Jaen;QUI;PER;-5,389851;-78,630446;No localizado;No localizado;velasco;HGIS;18.01.2018;0;No;8
10196;13689;5600618;1111;start;9999;end;San Juan;s.d.;;Localidad;Trapiche;s.d.;San Juan;;;;;Almaguer;Popayan;QUI;COL;1,974012;-76,905373;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;10
10197;13726;5600619;1111;start;9999;end;Jayo;s.d.;;Localidad;Trapiche;s.d.;Jayo;;;;;Almaguer;Popayan;QUI;COL;1,979012;-76,900373;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;10
10198;14286;5600620;1111;start;9999;end;Aguagorda;s.d.;;Localidad;Trapiche;s.d.;Aguagorda;;;;;Almaguer;Popayan;QUI;COL;1,984012;-76,895373;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;10
10199;13866;5600621;1111;start;9999;end;La Palizada;s.d.;;Localidad;Trapiche;s.d.;La Palizada;;;;;Almaguer;Popayan;QUI;COL;1,903746;-76,893158;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;10
10200;1015;5600622;1111;start;9999;end;Vega de San Lorenzo;Anexo;;Localidad;Trapiche;s.d.;Vega de San Lorenzo;La Vega;;;Pancitara;Almaguer;Popayan;QUI;COL;2,0017;-76,77754;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
10201;3749;5600623;1111;start;9999;end;Guaujuy;s.d.;;Poblacion;Poblacion;s.d.;Guaujuy;;;"Guajuy;";Iscuande;Micay;Popayan;QUI;COL;2,62207;-77,725182;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10202;6705;5600624;1111;start;9999;end;Timbiqui;s.d.;;Poblacion;Poblacion;s.d.;Timbiqui;;;"Tambiqui;";Iscuande;Micay;Popayan;QUI;COL;2,772107;-77,665014;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;8
10203;13238;5600625;1111;start;9999;end;Anton Moreno;s.d.;;Poblacion;Sitio;s.d.;Anton Moreno;;;;Timbio;Popayan;Popayan;QUI;COL;2,410098;-76,619788;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
10204;5901;5600626;1111;start;9999;end;Tanlagua;s.d.;;Poblacion;Poblacion;s.d.;Tanlagua;;;;;Quito;Quito;QUI;ECU;-0,165169;-78,557091;No localizado;No localizado;rel-quito;HGIS;18.01.2018;0;No;8
10205;2940;5600627;1111;start;9999;end;Laixbamba;s.d.;;Pueblo;Pueblo de indios;s.d.;San Antonio de Laixbamba;;San Antonio;;;Quito;Quito;QUI;ECU;-0,160169;-78,552091;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10206;14284;5600628;1111;start;9999;end;Susunga;s.d.;;Localidad;Puerto;No;Embarcadero de Susunga;;;;;Jaen;Jaen;QUI;PER;-5,505154554;-78,44475823;Suficiente;Geoservice/Satelite;velasco;HGIS;18.01.2018;0;No;10
10207;2533;5600629;1111;start;9999;end;Guasecuna;s.d.;;Poblacion;Playa;s.d.;Guasecuna;;;"Guascauna;";;Iscuande;Popayan;QUI;COL;2,500062;-78,030957;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10208;7087;5600630;1111;start;9999;end;Sanquianga;s.d.;;Poblacion;Playa;s.d.;Sanquianga;;;;;Iscuande;Popayan;QUI;COL;2,593261;-78,355179;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
10209;13464;5600631;1111;start;9999;end;Playa bendita;s.d.;;Poblacion;Playa;s.d.;Playa bendita;;;;;Iscuande;Popayan;QUI;COL;2,505062;-78,025957;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10210;9010;5600632;1111;start;9999;end;Firmes;s.d.;;Poblacion;Playa;s.d.;Firmes de Sanquianga;;;"Tierra Firme Grande;";;Iscuande;Popayan;QUI;COL;2,493109;-78,305054;Interpolada;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
10211;14511;5600633;1111;start;9999;end;Mulatos;s.d.;;Poblacion;Playa;s.d.;Mulatos;;;;;Iscuande;Popayan;QUI;COL;2,510062;-78,020957;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10212;8017;5600634;1111;start;9999;end;Boquerones;s.d.;;Poblacion;Playa;s.d.;Boquerones;;;;;Iscuande;Popayan;QUI;COL;2,515062;-78,015957;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10213;2024;5600635;1111;start;9999;end;Los Reyes;s.d.;;Poblacion;Playa;s.d.;Los Reyes;;;;;Iscuande;Popayan;QUI;COL;2,520062;-78,010957;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10214;12939;5600636;1111;start;9999;end;Amañal;s.d.;;Poblacion;Playa;s.d.;Amañal;;;"Amaral;";;Iscuande;Popayan;QUI;COL;2,525062;-78,005957;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10215;4892;5600637;1111;start;9999;end;Pangamosa;s.d.;;Poblacion;Playa;s.d.;Pangamosa;;;;;Iscuande;Popayan;QUI;COL;2,545372;-78,238859;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
10216;12598;5600638;1111;start;9999;end;San Juan;s.d.;;Poblacion;Playa;s.d.;San Juan;;;;;Raposo;Popayan;QUI;COL;4,291636;-77,432327;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
10217;10886;5600639;1111;start;9999;end;Malaga;s.d.;;Poblacion;Playa;s.d.;Malaga;;;;;Raposo;Popayan;QUI;ECU;3,938926;-77,351646;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
10218;6901;5600640;1111;start;9999;end;Pital;s.d.;;Poblacion;Playa;s.d.;Pital;;;;;Raposo;Popayan;QUI;COL;3,935321;-77,11789;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10219;10477;5600641;1111;start;9999;end;Camachos;s.d.;;Poblacion;Playa;s.d.;Camachos;;;;;Raposo;Popayan;QUI;COL;3,940321;-77,11289;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10220;749;5600642;1111;start;9999;end;Concepcion;s.d.;;Poblacion;Playa;s.d.;Concepcion;;;;;Raposo;Popayan;QUI;COL;3,945321;-77,10789;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10221;4654;5600643;1111;start;9999;end;Aji;s.d.;;Poblacion;Playa;s.d.;Aji;;;;;Raposo;Popayan;QUI;COL;3,950321;-77,10289;No localizado;No localizado;estado_1794;HGIS;18.01.2018;0;No;8
10222;13835;5600645;1111;start;9999;end;Paez;s.d.;;Localidad;Arruinado;No;San Vicente Paez;Belalcazar;San Vicente;"Mesa de Paez; San Vicente Guila";?;Paeces;Popayan;NGR;COL;2,64506;-75,972019;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;10
10223;8952;5600646;1111;start;9999;end;San Blas;Curato;;Parcialidad;Parroquia;No;Parroquia San Blas;;;;San Blas;Cuenca;Quito;QUI;ECU;-2,899352;-78,997646;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;5600002;Si;10
10224;4574;5600647;1111;start;9999;end;San Sebastian;Curato;;Parcialidad;Parroquia;No;Parroquia San Sebastian;;;;San Sebastian;Cuenca;Quito;QUI;ECU;-2,889895;-79,026589;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;5600002;Si;10
10225;9764;5600648;1111;start;9999;end;San Juan del Valle;Curato;;Parcialidad;Parroquia;No;Parroquia San Juan del Valle;;;;San Juan del Valle;Loja;Quito;QUI;ECU;-3,981253;-79,201501;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;5600012;Si;10
10226;3435;5600649;1111;start;9999;end;San Sebastian de Indios;Curato;;Parcialidad;Parroquia;No;Parroquia San Sebastian de Indios;;;;San Sebastian de Indios;Loja;Quito;QUI;ECU;-4,001688;-79,201346;Buena;Geoservice/Satelite;velasco;HGIS;18.01.2018;5600012;Si;10
10227;9541;5600650;1746;exact;9999;end;San Antonio;Curato;;Parcialidad;Parroquia;No;Parroquia San Antonio;;;;Cali;Cali;Popayan;QUI;COL;3,44754;-76,54154;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;5600033;Si;10
10228;13139;5600651;1111;start;9999;end;Santa Rosa;Curato;;Parcialidad;Parroquia;No;Parroquia Santa Rosa;;;;Cali;Cali;Popayan;QUI;COL;3,447152;-76,531933;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;5600033;Si;10
10229;2360;5600652;1111;start;9999;end;San Nicolas;Curato;;Parcialidad;Parroquia;No;Parroquia San Nicolas;;;;Cali;Cali;Popayan;QUI;COL;3,45426;-76,525509;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;5600033;Si;10
10230;4125;5600653;1111;start;9999;end;Yanaconas;Curato;;Parcialidad;Parroquia;No;Parroquia Yanaconas;;;"Ananconas; Anaconas;";Yanaconas;Popayan;Popayan;QUI;COL;2,454881;-76,586975;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;5600005;Si;10
10231;1722;5600654;1111;start;9999;end;Santa Prisca;Curato;;Parcialidad;Parroquia;No;Parroquia Santa Prisca;;;;Santa Prisca;Quito;Quito;QUI;ECU;-0,215223311;-78,5041158;Exacta;Geoservice/Satelite;lucena;HGIS;18.01.2018;5600001;Si;10
10232;2173;5600655;1111;start;9999;end;San Lorenzo;s.d.;;Poblacion;"""Pueblo""";s.d.;San Lorenzo;;;;;Vega de Supia;Popayan;NGR;COL;5,46421;-75,69378;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10233;3744;5600656;1111;start;9999;end;Cañamomo;s.d.;;Pueblo;Pueblo de indios;s.d.;Cañamomo;;;;La Montaña;Vega de Supia;Popayan;NGR;COL;5,3655;-75,6737;Suficiente;Descripcion historica;cespedesia;HGIS;18.01.2018;0;No;8
10234;5334;5600657;1111;start;9999;end;Quinchia;s.d.;;Pueblo;Pueblo de indios;s.d.;Quinchia;;;;Anserma Vieja;Vega de Supia;Popayan;NGR;COL;5,34062;-75,73078;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10235;10652;5600658;1111;start;9999;end;Guatico;s.d.;;Pueblo;Pueblo de indios;s.d.;Guatico;;;"Guatica;";Anserma Vieja;Vega de Supia;Popayan;NGR;COL;5,31569;-75,79949;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10236;6768;5600659;1111;start;9999;end;El Guamal;s.d.;;Poblacion;Mineral;s.d.;El Guamal;;;;;Vega de Supia;Popayan;NGR;COL;5,45235;-75,65909;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;0;No;8
10237;5426;5600660;1111;start;9999;end;El Morado;s.d.;;Poblacion;Mineral;s.d.;El Morado;;;;;Vega de Supia;Popayan;NGR;COL;5,505822;-75,700088;No localizado;No localizado;cespedesia;HGIS;18.01.2018;0;No;8
10238;12985;5600661;1111;start;9999;end;Sevilla;s.d.;;Poblacion;Poblacion;No;Barrio de Sevilla;;;;Barrio de Sevilla;Vega de Supia;Popayan;NGR;COL;5,4471;-75,6771;Buena;Geoservice/Satelite;cespedesia;HGIS;18.01.2018;5600338;No;8
